epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,49,,2.5179269313812256,,,,,
0,99,,1.5554194450378418,,,,,
0,149,,1.632583737373352,,,,,
0,199,,1.5250091552734375,,,,,
0,249,,1.669953465461731,,,,,
0,299,,1.4350199699401855,,,,,
0,349,,1.4263581037521362,,,,,
0,399,,1.4329942464828491,,,,,
0,449,,1.3233964443206787,,,,,
0,499,,1.4431005716323853,,,,,
0,549,,1.244097113609314,,,,,
0,599,,1.2791465520858765,,,,,
0,649,,1.3699966669082642,,,,,
0,699,,1.3613824844360352,,,,,
0,749,,1.3012741804122925,,,,,
0,799,,1.3191807270050049,,,,,
0,849,,1.3567713499069214,,,,,
0,899,,1.2960199117660522,,,,,
0,949,,1.4815173149108887,,,,,
0,999,,1.159915804862976,,,,,
0,1049,,1.3762718439102173,,,,,
0,1099,,1.273168683052063,,,,,
0,1149,,1.2605823278427124,,,,,
0,1199,,1.2967963218688965,,,,,
0,1249,,1.2711519002914429,,,,,
0,1299,,1.3129583597183228,,,,,
0,1349,,1.2752478122711182,,,,,
0,1399,,1.1863065958023071,,,,,
0,1449,,1.2772787809371948,,,,,
0,1499,,1.1677755117416382,,,,,
0,1549,,1.2120615243911743,,,,,
0,1599,,1.2796281576156616,,,,,
0,1649,,1.2339625358581543,,,,,
0,1699,,1.197869896888733,,,,,
0,1706,,,1.6739208698272705,0.3602133095264435,2.0542104244232178,0.2893744707107544,1.6739208698272705
0,1706,1.4006004333496094,,,,,,
